diputado_id,partido_id,partido_nombre,partido_alias,fecha_inicio,fecha_termino,intervalo_valido,observacion_calidad,fecha_termino_original,regla_asignacion_partido
1181,PS,Partido Socialista,PS,2022-03-11 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
1181,PS,Partido Socialista,PS,2026-03-11 00:00:00,2030-03-10 23:59:59,True,,2030-03-10 23:59:59,vigencia_temporal_estandar
1182,IND,Independientes,IND,2022-03-11 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
1182,IND,Independientes,IND,2026-03-11 00:00:00,2030-03-10 23:59:59,True,,2030-03-10 23:59:59,vigencia_temporal_estandar
917,UDI,Unión Demócrata Independiente,UDI,2006-03-11 00:00:00,2010-03-10 23:59:59,True,,2010-03-10 23:59:59,vigencia_temporal_estandar
917,UDI,Unión Demócrata Independiente,UDI,2010-03-11 00:00:00,2014-03-10 23:59:59,True,,2014-03-10 23:59:59,vigencia_temporal_estandar
917,UDI,Unión Demócrata Independiente,UDI,2018-03-11 00:00:00,2022-03-10 23:59:59,True,,2022-03-10 23:59:59,vigencia_temporal_estandar
917,UDI,Unión Demócrata Independiente,UDI,2022-03-11 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
917,UDI,Unión Demócrata Independiente,UDI,2002-03-11 00:00:00,2006-03-10 23:59:59,True,,2006-03-10 23:59:59,vigencia_temporal_estandar
1183,UDI,Unión Demócrata Independiente,UDI,2022-03-11 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
1183,UDI,Unión Demócrata Independiente,UDI,2026-03-11 00:00:00,2030-03-10 23:59:59,True,,2030-03-10 23:59:59,vigencia_temporal_estandar
1086,IND,Independientes,IND,2018-04-05 00:00:00,2020-03-10 23:59:59,True,,2020-03-10 23:59:59,vigencia_temporal_estandar
1086,RD,Revolución Democrática,RD,2018-03-11 00:00:00,2018-04-04 23:59:59,True,,2018-04-04 23:59:59,vigencia_temporal_estandar
1086,PCS,Partido Convergencia Social,PCS,2020-03-11 00:00:00,2022-03-10 23:59:59,True,,2022-03-10 23:59:59,vigencia_temporal_estandar
1086,PCS,Partido Convergencia Social,PCS,2022-03-11 00:00:00,2024-07-02 23:59:59,True,,2024-07-02 23:59:59,vigencia_temporal_estandar
1086,FA,Frente Amplio,FA,2024-07-03 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
1086,FA,Frente Amplio,FA,2026-03-11 00:00:00,2030-03-10 23:59:59,True,,2030-03-10 23:59:59,vigencia_temporal_estandar
1087,IND,Independientes,IND,2019-04-17 00:00:00,2020-03-10 23:59:59,True,,2020-03-10 23:59:59,vigencia_temporal_estandar
1087,RD,Revolución Democrática,RD,2018-03-11 00:00:00,2019-04-16 23:59:59,True,,2019-04-16 23:59:59,vigencia_temporal_estandar
1087,PCS,Partido Convergencia Social,PCS,2020-03-11 00:00:00,2022-03-10 23:59:59,True,,2022-03-10 23:59:59,vigencia_temporal_estandar
1087,PCS,Partido Convergencia Social,PCS,2022-03-11 00:00:00,2024-07-02 23:59:59,True,,2024-07-02 23:59:59,vigencia_temporal_estandar
1087,FA,Frente Amplio,FA,2024-07-03 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
1087,FA,Frente Amplio,FA,2026-03-11 00:00:00,2030-03-10 23:59:59,True,,2030-03-10 23:59:59,vigencia_temporal_estandar
1184,IND,Independientes,IND,2025-01-08 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
1184,IND,Independientes,IND,2026-03-11 00:00:00,2030-03-10 23:59:59,True,,2030-03-10 23:59:59,vigencia_temporal_estandar
1185,PS,Partido Socialista,PS,2025-05-06 00:00:00,2026-03-10 23:59:59,True,,2026-03-10 23:59:59,vigencia_temporal_estandar
